,Country,Year,CO2 emissions,Population,Continent
3929,Cameroon,2012,186.726,182.385,Africa
3930,Cameroon,2013,202.333,187.411,Africa
3931,Cameroon,2014,226.656,192.547,Africa
3932,Cameroon,2015,224.861,197.776,Africa
3933,Cameroon,2016,230.532,203.115,Africa
3934,Cameroon,2017,225.334,208.54,Africa
3935,Cameroon,2018,236.632,214.058,Africa
3936,Congo,1971,89.76,57.955,Africa
3937,Congo,1972,94.803,59.695,Africa
3938,Congo,1973,93.82,61.476,Africa
3939,Congo,1974,94.477,63.301,Africa
3940,Congo,1975,94.919,65.21,Africa
3941,Congo,1976,116.319,67.119,Africa
3942,Congo,1977,99.455,69.113,Africa
3943,Congo,1978,106.31,71.15,Africa
3944,Congo,1979,102.303,73.271,Africa
3945,Congo,1980,108.371,75.435,Africa
3946,Congo,1981,113.374,77.683,Africa
3947,Congo,1982,125.25,79.975,Africa
3948,Congo,1983,126.043,82.308,Africa
3949,Congo,1984,113.972,84.726,Africa
3950,Congo,1985,118.931,87.145,Africa
3951,Congo,1986,107.519,89.605,Africa
3952,Congo,1987,112.995,92.109,Africa
3953,Congo,1988,105.458,94.654,Africa
3954,Congo,1989,103.457,97.285,Africa
3955,Congo,1990,100.0,100.0,Africa
3956,Congo,1991,106.885,102.758,Africa
3957,Congo,1992,95.917,105.643,Africa
3958,Congo,1993,92.977,108.613,Africa
3959,Congo,1994,60.704,111.667,Africa
3960,Congo,1995,84.0,114.892,Africa
3961,Congo,1996,66.191,118.201,Africa
3962,Congo,1997,49.971,121.638,Africa
3963,Congo,1998,51.154,125.244,Africa
3964,Congo,1999,58.481,128.893,Africa
3965,Congo,2000,77.885,132.669,Africa
3966,Congo,2001,99.333,136.529,Africa
3967,Congo,2002,78.833,140.433,Africa
3968,Congo,2003,117.739,144.548,Africa
3969,Congo,2004,122.27,148.918,Africa
3970,Congo,2005,132.038,153.712,Africa
3971,Congo,2006,160.025,158.888,Africa
3972,Congo,2007,171.627,164.446,Africa
3973,Congo,2008,214.738,170.174,Africa
3974,Congo,2009,245.634,175.859,Africa
3975,Congo,2010,286.933,181.332,Africa
3976,Congo,2011,327.686,186.466,Africa
3977,Congo,2012,348.835,191.345,Africa
3978,Congo,2013,397.158,196.139,Africa
3979,Congo,2014,413.231,200.976,Africa
3980,Congo,2015,495.359,206.025,Africa
3981,Congo,2016,466.178,211.328,Africa
3982,Congo,2017,445.67,216.843,Africa
3983,Congo,2018,445.707,222.486,Africa
3984,Côte d'Ivoire,1971,88.776,44.688,Africa
3985,Côte d'Ivoire,1972,98.062,46.759,Africa
3986,Côte d'Ivoire,1973,100.194,48.99,Africa
3987,Côte d'Ivoire,1974,103.828,51.329,Africa
3988,Côte d'Ivoire,1975,112.306,53.769,Africa
3989,Côte d'Ivoire,1976,128.764,56.302,Africa
3990,Côte d'Ivoire,1977,126.213,58.918,Africa
3991,Côte d'Ivoire,1978,147.224,61.635,Africa
3992,Côte d'Ivoire,1979,135.051,64.453,Africa
3993,Côte d'Ivoire,1980,125.34,67.371,Africa
3994,Côte d'Ivoire,1981,110.397,70.39,Africa
3995,Côte d'Ivoire,1982,109.532,73.501,Africa
3996,Côte d'Ivoire,1983,138.191,76.688,Africa
3997,Côte d'Ivoire,1984,123.357,79.916,Africa
3998,Côte d'Ivoire,1985,112.616,83.17,Africa
3999,Côte d'Ivoire,1986,113.747,86.432,Africa
4000,Côte d'Ivoire,1987,112.714,89.711,Africa
4001,Côte d'Ivoire,1988,113.159,93.04,Africa
4002,Côte d'Ivoire,1989,108.24,96.453,Africa
4003,Côte d'Ivoire,1990,100.0,100.0,Africa
4004,Côte d'Ivoire,1991,103.182,103.665,Africa
4005,Côte d'Ivoire,1992,102.467,107.438,Africa
4006,Côte d'Ivoire,1993,109.311,111.296,Africa
4007,Côte d'Ivoire,1994,114.348,115.178,Africa
4008,Côte d'Ivoire,1995,120.591,119.078,Africa
4009,Côte d'Ivoire,1996,143.234,122.977,Africa
4010,Côte d'Ivoire,1997,176.93,126.885,Africa
4011,Côte d'Ivoire,1998,178.509,130.725,Africa
4012,Côte d'Ivoire,1999,247.231,134.449,Africa
4013,Côte d'Ivoire,2000,233.972,137.987,Africa
4014,Côte d'Ivoire,2001,231.325,141.325,Africa
4015,Côte d'Ivoire,2002,235.744,144.503,Africa
4016,Côte d'Ivoire,2003,190.386,147.589,Africa
4017,Côte d'Ivoire,2004,200.28,150.692,Africa
4018,Côte d'Ivoire,2005,214.865,153.92,Africa
4019,Côte d'Ivoire,2006,208.012,157.275,Africa
4020,Côte d'Ivoire,2007,205.088,160.763,Africa
4021,Côte d'Ivoire,2008,235.131,164.411,Africa
4022,Côte d'Ivoire,2009,219.076,168.21,Africa
4023,Côte d'Ivoire,2010,229.886,172.184,Africa
4024,Côte d'Ivoire,2011,221.316,176.344,Africa
4025,Côte d'Ivoire,2012,291.453,180.688,Africa
4026,Côte d'Ivoire,2013,312.637,185.224,Africa
4027,Côte d'Ivoire,2014,331.153,189.92,Africa
4028,Côte d'Ivoire,2015,353.23,194.767,Africa
4029,Côte d'Ivoire,2016,344.578,199.774,Africa
4030,Côte d'Ivoire,2017,383.492,204.922,Africa
4031,Côte d'Ivoire,2018,366.311,210.222,Africa
4032,Dem. Rep. of Congo,1971,86.193,59.413,
4033,Dem. Rep. of Congo,1972,88.416,61.022,
4034,Dem. Rep. of Congo,1973,87.72,62.666,
4035,Dem. Rep. of Congo,1974,89.966,64.377,
4036,Dem. Rep. of Congo,1975,87.659,66.174,
4037,Dem. Rep. of Congo,1976,89.977,68.069,
4038,Dem. Rep. of Congo,1977,93.83,70.06,
4039,Dem. Rep. of Congo,1978,95.702,72.102,
4040,Dem. Rep. of Congo,1979,107.11,74.148,
4041,Dem. Rep. of Congo,1980,105.949,76.156,
4042,Dem. Rep. of Congo,1981,113.266,78.123,
4043,Dem. Rep. of Congo,1982,88.159,80.079,
4044,Dem. Rep. of Congo,1983,119.793,82.064,
4045,Dem. Rep. of Congo,1984,116.215,84.133,
4046,Dem. Rep. of Congo,1985,108.843,86.331,
4047,Dem. Rep. of Congo,1986,100.533,88.651,
4048,Dem. Rep. of Congo,1987,110.944,91.093,
4049,Dem. Rep. of Congo,1988,116.513,93.736,
4050,Dem. Rep. of Congo,1989,110.39,96.686,
4051,Dem. Rep. of Congo,1990,100.0,100.0,
4052,Dem. Rep. of Congo,1991,54.702,103.744,
4053,Dem. Rep. of Congo,1992,47.203,107.864,
4054,Dem. Rep. of Congo,1993,45.91,112.146,
4055,Dem. Rep. of Congo,1994,40.639,116.298,
4056,Dem. Rep. of Congo,1995,38.219,120.12,
4057,Dem. Rep. of Congo,1996,38.538,123.532,
4058,Dem. Rep. of Congo,1997,38.532,126.624,
4059,Dem. Rep. of Congo,1998,42.61,129.579,
4060,Dem. Rep. of Congo,1999,41.987,132.671,
4061,Dem. Rep. of Congo,2000,28.525,136.097,
4062,Dem. Rep. of Congo,2001,23.86,139.92,
4063,Dem. Rep. of Congo,2002,25.779,144.089,
4064,Dem. Rep. of Congo,2003,31.363,148.579,
4065,Dem. Rep. of Congo,2004,33.888,153.325,
4066,Dem. Rep. of Congo,2005,42.875,158.286,
4067,Dem. Rep. of Congo,2006,46.608,163.464,
4068,Dem. Rep. of Congo,2007,51.611,168.884,
4069,Dem. Rep. of Congo,2008,57.397,174.538,
4070,Dem. Rep. of Congo,2009,58.112,180.426,
4071,Dem. Rep. of Congo,2010,62.523,186.536,
4072,Dem. Rep. of Congo,2011,78.425,192.867,
4073,Dem. Rep. of Congo,2012,75.967,199.413,
4074,Dem. Rep. of Congo,2013,116.271,206.168,
4075,Dem. Rep. of Congo,2014,155.76,213.126,
4076,Dem. Rep. of Congo,2015,91.479,220.285,
4077,Dem. Rep. of Congo,2016,66.195,227.635,
4078,Dem. Rep. of Congo,2017,73.649,235.176,
4079,Dem. Rep. of Congo,2018,71.024,242.887,
4080,Egypt,1971,25.751,62.907,Africa
4081,Egypt,1972,28.946,64.316,Africa
4082,Egypt,1973,26.581,65.73,Africa
4083,Egypt,1974,30.095,67.175,Africa
4084,Egypt,1975,32.854,68.673,Africa
4085,Egypt,1976,38.347,70.23,Africa
4086,Egypt,1977,41.1,71.846,Africa
4087,Egypt,1978,42.317,73.531,Africa
4088,Egypt,1979,46.693,75.297,Africa
4089,Egypt,1980,52.337,77.153,Africa
4090,Egypt,1981,59.893,79.096,Africa
4091,Egypt,1982,64.685,81.126,Africa
4092,Egypt,1983,72.323,83.244,Africa
4093,Egypt,1984,79.356,85.454,Africa
4094,Egypt,1985,82.804,87.753,Africa
4095,Egypt,1986,84.378,90.145,Africa
4096,Egypt,1987,90.96,92.621,Africa
4097,Egypt,1988,92.543,95.128,Africa
4098,Egypt,1989,97.335,97.604,Africa
4099,Egypt,1990,100.0,100.0,Africa
4100,Egypt,1991,99.232,102.3,Africa
4101,Egypt,1992,102.876,104.512,Africa
4102,Egypt,1993,105.168,106.675,Africa
4103,Egypt,1994,98.416,108.84,Africa
4104,Egypt,1995,104.628,111.045,Africa
4105,Egypt,1996,110.402,113.304,Africa
4106,Egypt,1997,119.219,115.602,Africa
4107,Egypt,1998,125.586,117.932,Africa
4108,Egypt,1999,131.188,120.276,Africa
4109,Egypt,2000,128.566,122.621,Africa
4110,Egypt,2001,143.5,124.974,Africa
4111,Egypt,2002,145.757,127.347,Africa
4112,Egypt,2003,151.316,129.736,Africa
4113,Egypt,2004,165.067,132.134,Africa
4114,Egypt,2005,186.26,134.542,Africa
4115,Egypt,2006,195.386,136.947,Africa
4116,Egypt,2007,210.106,139.367,Africa
4117,Egypt,2008,219.442,141.868,Africa
4118,Egypt,2009,224.046,144.538,Africa
4119,Egypt,2010,227.222,147.435,Africa
4120,Egypt,2011,234.606,150.584,Africa
4121,Egypt,2012,242.844,153.957,Africa
4122,Egypt,2013,243.204,157.489,Africa
4123,Egypt,2014,249.524,161.088,Africa
4124,Egypt,2015,261.076,164.683,Africa
4125,Egypt,2016,270.848,168.253,Africa
4126,Egypt,2017,278.384,171.809,Africa
4127,Egypt,2018,287.141,175.338,Africa
4128,Equatorial Guinea,1971,,,Africa
4129,Equatorial Guinea,1972,,,Africa
4130,Equatorial Guinea,1973,,,Africa
4131,Equatorial Guinea,1974,,,Africa
4132,Equatorial Guinea,1975,,,Africa
4133,Equatorial Guinea,1976,,,Africa
4134,Equatorial Guinea,1977,,,Africa
4135,Equatorial Guinea,1978,,,Africa
4136,Equatorial Guinea,1979,,,Africa
4137,Equatorial Guinea,1980,,,Africa
4138,Equatorial Guinea,1981,130.365,63.007,Africa
4139,Equatorial Guinea,1982,100.0,68.019,Africa
4140,Equatorial Guinea,1983,65.089,73.508,Africa
4141,Equatorial Guinea,1984,69.892,79.236,Africa
4142,Equatorial Guinea,1985,65.346,84.01,Africa
4143,Equatorial Guinea,1986,75.118,88.067,Africa
4144,Equatorial Guinea,1987,79.944,91.408,Africa
4145,Equatorial Guinea,1988,89.971,94.272,Africa
4146,Equatorial Guinea,1989,120.336,97.136,Africa
4147,Equatorial Guinea,1990,100.0,100.0,Africa
4148,Equatorial Guinea,1991,104.898,103.341,Africa
4149,Equatorial Guinea,1992,104.898,106.683,Africa
4150,Equatorial Guinea,1993,95.268,110.501,Africa
4151,Equatorial Guinea,1994,100.164,114.32,Africa
4152,Equatorial Guinea,1995,105.226,118.616,Africa
4153,Equatorial Guinea,1996,140.65,123.15,Africa
4154,Equatorial Guinea,1997,236.385,127.924,Africa
4155,Equatorial Guinea,1998,215.978,133.174,Africa
4156,Equatorial Guinea,1999,286.479,138.902,Africa
4157,Equatorial Guinea,2000,947.231,144.63,Africa
4158,Equatorial Guinea,2001,1463.337,150.835,Africa
4159,Equatorial Guinea,2002,4370.141,157.041,Africa
4160,Equatorial Guinea,2003,4692.782,163.962,Africa
4161,Equatorial Guinea,2004,5997.921,171.122,Africa
4162,Equatorial Guinea,2005,9310.432,178.998,Africa
4163,Equatorial Guinea,2006,11002.953,187.112,Africa
4164,Equatorial Guinea,2007,9575.506,196.181,Africa
4165,Equatorial Guinea,2008,11829.174,205.489,Africa
4166,Equatorial Guinea,2009,12214.775,215.274,Africa
4167,Equatorial Guinea,2010,12429.877,225.298,Africa
4168,Equatorial Guinea,2011,13156.056,235.561,Africa
4169,Equatorial Guinea,2012,13546.856,246.062,Africa
4170,Equatorial Guinea,2013,12421.142,256.802,Africa
4171,Equatorial Guinea,2014,10771.477,267.78,Africa
4172,Equatorial Guinea,2015,8980.776,278.998,Africa
4173,Equatorial Guinea,2016,7116.172,289.976,Africa
4174,Equatorial Guinea,2017,7734.712,301.193,Africa
4175,Equatorial Guinea,2018,9388.552,312.411,Africa
4176,Eritrea,1971,,,Africa
4177,Eritrea,1972,,,Africa
4178,Eritrea,1973,,,Africa
4179,Eritrea,1974,,,Africa
4180,Eritrea,1975,,,Africa
4181,Eritrea,1976,,,Africa
4182,Eritrea,1977,,,Africa
4183,Eritrea,1978,,,Africa
4184,Eritrea,1979,,,Africa
4185,Eritrea,1980,,,Africa
4186,Eritrea,1981,,,Africa
4187,Eritrea,1982,,,Africa
4188,Eritrea,1983,,,Africa
4189,Eritrea,1984,,,Africa
4190,Eritrea,1985,,,Africa
4191,Eritrea,1986,,,Africa
4192,Eritrea,1987,,,Africa
4193,Eritrea,1988,,,Africa
4194,Eritrea,1989,,,Africa
4195,Eritrea,1990,,,Africa
4196,Eritrea,1991,,,Africa
4197,Eritrea,1992,100.0,100.0,Africa
4198,Eritrea,1993,144.595,99.159,Africa
4199,Eritrea,1994,163.353,98.229,Africa
4200,Eritrea,1995,177.999,97.609,Africa
4201,Eritrea,1996,195.198,97.254,Africa
4202,Eritrea,1997,183.452,97.21,Africa
4203,Eritrea,1998,136.212,97.697,Africa
4204,Eritrea,1999,144.269,99.07,Africa
4205,Eritrea,2000,141.269,101.506,Africa
4206,Eritrea,2001,154.979,105.182,Africa
4207,Eritrea,2002,151.161,109.876,Africa
4208,Eritrea,2003,153.218,115.19,Africa
4209,Eritrea,2004,151.745,120.461,Africa
4210,Eritrea,2005,132.957,125.199,Africa
4211,Eritrea,2006,115.551,129.229,Africa
4212,Eritrea,2007,113.38,132.728,Africa
4213,Eritrea,2008,98.016,135.651,Africa
4214,Eritrea,2009,103.019,138.175,Africa
4215,Eritrea,2010,110.399,140.39,Africa
4216,Eritrea,2011,116.227,142.338,Africa
4217,Eritrea,2012,121.774,200.399,Africa
4218,Eritrea,2013,125.127,202.347,Africa
4219,Eritrea,2014,127.73,204.163,Africa
4220,Eritrea,2015,130.333,206.112,Africa
4221,Eritrea,2016,132.927,208.193,Africa
4222,Eritrea,2017,146.53,210.452,Africa
4223,Eritrea,2018,163.395,212.888,Africa
4224,Ethiopia,1971,60.245,61.078,Africa
4225,Ethiopia,1972,55.631,62.941,Africa
4226,Ethiopia,1973,59.821,64.812,Africa
4227,Ethiopia,1974,60.882,66.532,Africa
4228,Ethiopia,1975,54.264,68.007,Africa
4229,Ethiopia,1976,54.571,69.178,Africa
4230,Ethiopia,1977,53.704,70.116,Africa
4231,Ethiopia,1978,57.756,70.984,Africa
4232,Ethiopia,1979,60.807,72.018,Africa
4233,Ethiopia,1980,62.259,73.384,Africa
4234,Ethiopia,1981,68.618,75.144,Africa
4235,Ethiopia,1982,62.315,77.253,Africa
4236,Ethiopia,1983,66.906,79.65,Africa
4237,Ethiopia,1984,61.985,82.221,Africa
4238,Ethiopia,1985,63.838,84.89,Africa
4239,Ethiopia,1986,75.391,87.634,Africa
4240,Ethiopia,1987,85.752,90.48,Africa
4241,Ethiopia,1988,88.874,93.462,Africa
4242,Ethiopia,1989,93.598,96.625,Africa
4243,Ethiopia,1990,100.0,100.0,Africa
4244,Ethiopia,1991,101.985,103.596,Africa
4245,Ethiopia,1992,64.226,107.384,Africa
4246,Ethiopia,1993,82.83,111.293,Africa
4247,Ethiopia,1994,95.442,115.229,Africa
4248,Ethiopia,1995,107.126,119.128,Africa
4249,Ethiopia,1996,119.287,122.962,Africa
4250,Ethiopia,1997,126.805,126.748,Africa
4251,Ethiopia,1998,134.651,130.53,Africa
4252,Ethiopia,1999,134.418,134.361,Africa
4253,Ethiopia,2000,147.449,138.291,Africa
4254,Ethiopia,2001,186.03,142.33,Africa
4255,Ethiopia,2002,193.934,146.471,Africa
4256,Ethiopia,2003,210.54,150.708,Africa
4257,Ethiopia,2004,221.576,155.028,Africa
4258,Ethiopia,2005,203.95,159.426,Africa
4259,Ethiopia,2006,217.642,163.901,Africa
4260,Ethiopia,2007,250.549,168.464,Africa
4261,Ethiopia,2008,284.259,173.146,Africa
4262,Ethiopia,2009,289.114,177.986,Africa
4263,Ethiopia,2010,269.046,183.01,Africa
4264,Ethiopia,2011,310.582,188.231,Africa
4265,Ethiopia,2012,328.014,193.633,Africa
4266,Ethiopia,2013,383.771,199.186,Africa
4267,Ethiopia,2014,471.629,204.84,Africa
4268,Ethiopia,2015,459.981,210.564,Africa
4269,Ethiopia,2016,541.234,216.346,Africa
4270,Ethiopia,2017,564.622,222.185,Africa
4271,Ethiopia,2018,602.622,228.084,Africa
4272,Gabon,1971,52.238,63.33,Africa
4273,Gabon,1972,51.928,64.489,Africa
4274,Gabon,1973,67.092,65.648,Africa
4275,Gabon,1974,61.47,66.913,Africa
4276,Gabon,1975,83.221,68.282,Africa
4277,Gabon,1976,128.878,69.652,Africa
4278,Gabon,1977,145.559,71.233,Africa
4279,Gabon,1978,191.537,72.919,Africa
4280,Gabon,1979,146.365,74.71,Africa
4281,Gabon,1980,141.835,76.502,Africa
4282,Gabon,1981,178.2,78.504,Africa
4283,Gabon,1982,193.214,80.506,Africa
4284,Gabon,1983,200.185,82.613,Africa
4285,Gabon,1984,165.633,84.826,Africa
4286,Gabon,1985,184.887,87.144,Africa
4287,Gabon,1986,162.324,89.568,Africa
4288,Gabon,1987,140.433,92.097,Africa
4289,Gabon,1988,158.493,94.626,Africa
4290,Gabon,1989,124.219,97.366,Africa
4291,Gabon,1990,100.0,100.0,Africa
4292,Gabon,1991,118.038,102.845,Africa
4293,Gabon,1992,122.279,105.69,Africa
4294,Gabon,1993,132.175,108.535,Africa
4295,Gabon,1994,128.064,111.38,Africa
4296,Gabon,1995,144.531,114.331,Africa
4297,Gabon,1996,155.507,117.281,Africa
4298,Gabon,1997,167.252,120.232,Africa
4299,Gabon,1998,177.778,123.288,Africa
4300,Gabon,1999,167.303,126.344,Africa
4301,Gabon,2000,161.016,129.399,Africa
4302,Gabon,2001,162.313,132.561,Africa
4303,Gabon,2002,152.212,135.722,Africa
4304,Gabon,2003,152.607,139.094,Africa
4305,Gabon,2004,157.297,142.677,Africa
4306,Gabon,2005,190.491,146.575,Africa
4307,Gabon,2006,198.038,150.685,Africa
4308,Gabon,2007,213.011,155.216,Africa
4309,Gabon,2008,221.439,160.063,Africa
4310,Gabon,2009,228.479,165.332,Africa
4311,Gabon,2010,292.265,171.128,Africa
4312,Gabon,2011,328.017,177.555,Africa
4313,Gabon,2012,343.615,184.405,Africa
4314,Gabon,2013,360.795,191.465,Africa
4315,Gabon,2014,357.267,198.525,Africa
4316,Gabon,2015,357.417,205.269,Africa
4317,Gabon,2016,380.127,211.591,Africa
4318,Gabon,2017,276.688,217.597,Africa
4319,Gabon,2018,278.913,223.288,Africa
4320,Ghana,1971,76.091,60.739,Africa
4321,Ghana,1972,79.757,62.479,Africa
4322,Ghana,1973,82.63,64.266,Africa
4323,Ghana,1974,86.663,65.992,Africa
4324,Ghana,1975,91.615,67.596,Africa
4325,Ghana,1976,93.322,69.038,Africa
4326,Ghana,1977,99.622,70.365,Africa
4327,Ghana,1978,100.425,71.685,Africa
4328,Ghana,1979,87.956,73.14,Africa
4329,Ghana,1980,87.025,74.839,Africa
4330,Ghana,1981,106.379,76.816,Africa
4331,Ghana,1982,90.437,79.043,Africa
4332,Ghana,1983,59.247,81.459,Africa
4333,Ghana,1984,70.951,83.978,Africa
4334,Ghana,1985,82.136,86.536,Africa
4335,Ghana,1986,87.519,89.115,Africa
4336,Ghana,1987,91.281,91.735,Africa
4337,Ghana,1988,93.926,94.409,Africa
4338,Ghana,1989,103.849,97.157,Africa
4339,Ghana,1990,100.0,100.0,Africa
4340,Ghana,1991,89.683,102.938,Africa
4341,Ghana,1992,105.593,105.957,Africa
4342,Ghana,1993,107.137,109.03,Africa
4343,Ghana,1994,115.803,112.11,Africa
4344,Ghana,1995,126.523,115.17,Africa
4345,Ghana,1996,138.4,118.202,Africa
4346,Ghana,1997,143.219,121.228,Africa
4347,Ghana,1998,216.092,124.26,Africa
4348,Ghana,1999,231.198,127.34,Africa
4349,Ghana,2000,196.654,130.502,Africa
4350,Ghana,2001,216.323,133.737,Africa
4351,Ghana,2002,264.477,137.047,Africa
4352,Ghana,2003,253.11,140.459,Africa
4353,Ghana,2004,233.193,143.992,Africa
4354,Ghana,2005,250.571,147.668,Africa
4355,Ghana,2006,306.931,151.486,Africa
4356,Ghana,2007,331.992,155.446,Africa
4357,Ghana,2008,312.744,159.507,Africa
4358,Ghana,2009,367.673,163.616,Africa
4359,Ghana,2010,410.751,167.738,Africa
4360,Ghana,2011,431.932,171.854,Africa
4361,Ghana,2012,508.688,175.97,Africa
4362,Ghana,2013,543.51,180.112,Africa
4363,Ghana,2014,520.533,184.282,Africa
4364,Ghana,2015,554.754,188.513,Africa
4365,Ghana,2016,508.972,192.798,Africa
4366,Ghana,2017,523.98,197.123,Africa
4367,Ghana,2018,584.667,201.496,Africa
4368,Kenya,1971,58.589,49.37,Africa
4369,Kenya,1972,61.37,51.195,Africa
4370,Kenya,1973,64.154,53.113,Africa
4371,Kenya,1974,63.894,55.119,Africa
4372,Kenya,1975,62.723,57.222,Africa
4373,Kenya,1976,71.965,59.414,Africa
4374,Kenya,1977,75.478,61.703,Africa
4375,Kenya,1978,75.254,64.089,Africa
4376,Kenya,1979,74.363,66.588,Africa
4377,Kenya,1980,79.652,69.197,Africa
4378,Kenya,1981,77.838,71.924,Africa
4379,Kenya,1982,73.762,74.757,Africa
4380,Kenya,1983,67.927,77.69,Africa
4381,Kenya,1984,80.793,80.7,Africa
4382,Kenya,1985,83.243,83.781,Africa
4383,Kenya,1986,94.544,86.925,Africa
4384,Kenya,1987,98.207,90.124,Africa
4385,Kenya,1988,97.465,93.378,Africa
4386,Kenya,1989,103.0,96.67,Africa
4387,Kenya,1990,100.0,100.0,Africa
4388,Kenya,1991,96.225,103.359,Africa
4389,Kenya,1992,96.742,106.748,Africa
4390,Kenya,1993,95.79,110.162,Africa
4391,Kenya,1994,95.596,113.597,Africa
4392,Kenya,1995,103.845,117.041,Africa
4393,Kenya,1996,112.902,120.502,Africa
4394,Kenya,1997,109.264,123.987,Africa
4395,Kenya,1998,119.324,127.503,Africa
4396,Kenya,1999,125.099,131.081,Africa
4397,Kenya,2000,140.789,134.731,Africa
4398,Kenya,2001,128.389,138.457,Africa
4399,Kenya,2002,123.866,142.263,Africa
4400,Kenya,2003,106.325,146.171,Africa
4401,Kenya,2004,121.872,150.2,Africa
4402,Kenya,2005,135.631,154.373,Africa
4403,Kenya,2006,153.071,158.689,Africa
4404,Kenya,2007,151.926,163.144,Africa
4405,Kenya,2008,159.905,167.722,Africa
4406,Kenya,2009,189.036,172.4,Africa
4407,Kenya,2010,203.175,177.159,Africa
4408,Kenya,2011,205.199,181.994,Africa
4409,Kenya,2012,187.681,186.904,Africa
4410,Kenya,2013,219.939,191.865,Africa
4411,Kenya,2014,233.246,196.839,Africa
4412,Kenya,2015,267.379,201.804,Africa
4413,Kenya,2016,295.545,206.752,Africa
4414,Kenya,2017,297.711,211.68,Africa
4415,Kenya,2018,288.838,216.62,Africa
4416,Libya,1971,14.398,50.214,Africa
4417,Libya,1972,20.918,52.445,Africa
4418,Libya,1973,22.39,54.789,Africa
4419,Libya,1974,26.238,57.178,Africa
4420,Libya,1975,33.55,59.612,Africa
4421,Libya,1976,35.707,62.092,Africa
4422,Libya,1977,41.31,64.593,Africa
4423,Libya,1978,46.127,67.14,Africa
4424,Libya,1979,49.716,69.799,Africa
4425,Libya,1980,68.058,72.549,Africa
4426,Libya,1981,70.311,75.456,Africa
4427,Libya,1982,76.271,78.431,Africa
4428,Libya,1983,78.816,81.474,Africa
4429,Libya,1984,83.254,84.449,Africa
4430,Libya,1985,82.2,87.311,Africa
4431,Libya,1986,85.667,90.038,Africa
4432,Libya,1987,88.002,92.63,Africa
4433,Libya,1988,96.938,95.109,Africa
4434,Libya,1989,103.606,97.566,Africa
4435,Libya,1990,100.0,100.0,Africa
4436,Libya,1991,99.335,102.412,Africa
4437,Libya,1992,98.348,104.823,Africa
4438,Libya,1993,103.404,107.167,Africa
4439,Libya,1994,120.47,109.421,Africa
4440,Libya,1995,127.511,111.539,Africa
4441,Libya,1996,134.166,113.5,Africa
4442,Libya,1997,133.573,115.348,Africa
4443,Libya,1998,136.757,117.129,Africa
4444,Libya,1999,133.45,118.909,Africa
4445,Libya,2000,142.174,120.757,Africa
4446,Libya,2001,146.122,122.673,Africa
4447,Libya,2002,154.057,124.656,Africa
4448,Libya,2003,160.642,126.685,Africa
4449,Libya,2004,164.119,128.691,Africa
4450,Libya,2005,166.765,130.696,Africa
4451,Libya,2006,162.429,132.68,Africa
4452,Libya,2007,150.766,134.663,Africa
4453,Libya,2008,163.228,136.556,Africa
4454,Libya,2009,175.435,138.247,Africa
4455,Libya,2010,186.435,139.689,Africa
4456,Libya,2011,133.166,140.793,Africa
4457,Libya,2012,171.671,141.672,Africa
4458,Libya,2013,186.888,142.439,Africa
4459,Libya,2014,196.452,143.385,Africa
4460,Libya,2015,175.159,144.647,Africa
4461,Libya,2016,169.632,146.315,Africa
4462,Libya,2017,173.954,148.321,Africa
4463,Libya,2018,176.612,150.53,Africa
4464,Mauritius,1971,22.461,79.226,Africa
4465,Mauritius,1972,24.925,80.453,Africa
4466,Mauritius,1973,28.173,81.681,Africa
4467,Mauritius,1974,34.115,82.908,Africa
4468,Mauritius,1975,36.286,84.23,Africa
4469,Mauritius,1976,41.959,85.647,Africa
4470,Mauritius,1977,48.421,86.969,Africa
4471,Mauritius,1978,51.894,88.102,Africa
4472,Mauritius,1979,52.135,89.707,Africa
4473,Mauritius,1980,49.167,91.218,Africa
4474,Mauritius,1981,49.716,92.54,Africa
4475,Mauritius,1982,45.674,93.768,Africa
4476,Mauritius,1983,52.105,94.618,Africa
4477,Mauritius,1984,55.704,95.562,Africa
4478,Mauritius,1985,52.532,96.412,Africa
4479,Mauritius,1986,65.514,97.073,Africa
4480,Mauritius,1987,69.348,97.828,Africa
4481,Mauritius,1988,77.406,98.489,Africa
4482,Mauritius,1989,87.112,99.245,Africa
4483,Mauritius,1990,100.0,100.0,Africa
4484,Mauritius,1991,107.521,101.039,Africa
4485,Mauritius,1992,113.68,102.361,Africa
4486,Mauritius,1993,126.199,103.588,Africa
4487,Mauritius,1994,130.075,105.099,Africa
4488,Mauritius,1995,133.276,105.949,Africa
4489,Mauritius,1996,138.659,107.082,Africa
4490,Mauritius,1997,139.524,108.404,Africa
4491,Mauritius,1998,153.905,109.537,Africa
4492,Mauritius,1999,188.851,110.954,Africa
4493,Mauritius,2000,208.907,112.087,Africa
4494,Mauritius,2001,220.392,112.937,Africa
4495,Mauritius,2002,224.433,113.787,Africa
4496,Mauritius,2003,236.112,114.542,Africa
4497,Mauritius,2004,237.977,115.297,Africa
4498,Mauritius,2005,254.426,115.958,Africa
4499,Mauritius,2006,283.845,116.525,Africa
4500,Mauritius,2007,291.66,117.092,Africa
4501,Mauritius,2008,297.809,117.469,Africa
4502,Mauritius,2009,294.076,117.753,Africa
4503,Mauritius,2010,314.592,118.036,Africa
4504,Mauritius,2011,312.626,118.225,Africa
4505,Mauritius,2012,320.017,118.602,Africa
