,Country,Year,CO2 emissions,Population,Continent
0,World,1971,67.975,71.19,
1,World,1972,71.264,72.64,
2,World,1973,75.352,74.103,
3,World,1974,75.198,75.534,
4,World,1975,75.483,76.934,
5,World,1976,79.493,78.316,
6,World,1977,82.192,79.691,
7,World,1978,84.631,81.087,
8,World,1979,87.154,82.519,
9,World,1980,86.309,83.982,
10,World,1981,85.181,85.463,
11,World,1982,84.264,87.002,
12,World,1983,84.793,88.555,
13,World,1984,87.635,90.104,
14,World,1985,88.946,91.682,
15,World,1986,90.538,93.34,
16,World,1987,93.602,94.999,
17,World,1988,96.789,96.68,
18,World,1989,98.625,98.363,
19,World,1990,100.0,100.0,
20,World,1991,100.607,101.66,
21,World,1992,100.316,103.326,
22,World,1993,100.889,104.925,
23,World,1994,101.377,106.501,
24,World,1995,104.175,108.068,
25,World,1996,106.378,109.629,
26,World,1997,108.299,111.184,
27,World,1998,109.156,112.721,
28,World,1999,109.826,114.235,
29,World,2000,113.283,115.746,
30,World,2001,114.99,117.239,
31,World,2002,116.625,118.732,
32,World,2003,121.659,120.228,
33,World,2004,127.381,121.728,
34,World,2005,131.984,123.24,
35,World,2006,136.197,124.763,
36,World,2007,141.301,126.307,
37,World,2008,142.373,127.871,
38,World,2009,140.339,129.44,
39,World,2010,149.066,130.997,
40,World,2011,153.341,132.556,
41,World,2012,155.03,134.141,
42,World,2013,157.782,135.71,
43,World,2014,157.869,137.297,
44,World,2015,157.757,138.891,
45,World,2016,157.802,140.5,
46,World,2017,160.057,142.098,
47,World,2018,163.351,143.671,
48,Annex I Parties ,1971,,,
49,Annex I Parties ,1972,,,
50,Annex I Parties ,1973,,,
51,Annex I Parties ,1974,,,
52,Annex I Parties ,1975,,,
53,Annex I Parties ,1976,,,
54,Annex I Parties ,1977,,,
55,Annex I Parties ,1978,,,
56,Annex I Parties ,1979,,,
57,Annex I Parties ,1980,,,
58,Annex I Parties ,1981,,,
59,Annex I Parties ,1982,,,
60,Annex I Parties ,1983,,,
61,Annex I Parties ,1984,,,
62,Annex I Parties ,1985,,,
63,Annex I Parties ,1986,,,
64,Annex I Parties ,1987,,,
65,Annex I Parties ,1988,,,
66,Annex I Parties ,1989,,,
67,Annex I Parties ,1990,100.0,100.0,
68,Annex I Parties ,1991,99.15,100.62,
69,Annex I Parties ,1992,96.997,101.199,
70,Annex I Parties ,1993,95.524,101.74,
71,Annex I Parties ,1994,94.219,102.195,
72,Annex I Parties ,1995,94.692,102.653,
73,Annex I Parties ,1996,96.564,103.076,
74,Annex I Parties ,1997,97.077,103.499,
75,Annex I Parties ,1998,97.118,103.909,
76,Annex I Parties ,1999,97.411,104.307,
77,Annex I Parties ,2000,99.324,104.707,
78,Annex I Parties ,2001,99.476,105.061,
79,Annex I Parties ,2002,98.673,105.452,
80,Annex I Parties ,2003,100.621,105.88,
81,Annex I Parties ,2004,101.05,106.307,
82,Annex I Parties ,2005,101.067,106.764,
83,Annex I Parties ,2006,100.844,107.226,
84,Annex I Parties ,2007,101.806,107.751,
85,Annex I Parties ,2008,99.396,108.293,
86,Annex I Parties ,2009,92.733,108.829,
87,Annex I Parties ,2010,96.517,109.308,
88,Annex I Parties ,2011,95.106,109.746,
89,Annex I Parties ,2012,93.592,110.185,
90,Annex I Parties ,2013,93.599,110.621,
91,Annex I Parties ,2014,91.754,111.087,
92,Annex I Parties ,2015,90.564,111.569,
93,Annex I Parties ,2016,89.774,112.067,
94,Annex I Parties ,2017,89.525,112.493,
95,Annex I Parties ,2018,90.407,112.906,
96,Annex II Parties   ,1971,88.82,88.243,
97,Annex II Parties   ,1972,92.77,89.03,
98,Annex II Parties   ,1973,97.783,89.897,
99,Annex II Parties   ,1974,95.277,90.6,
100,Annex II Parties   ,1975,91.556,91.258,
101,Annex II Parties   ,1976,96.727,91.877,
102,Annex II Parties   ,1977,98.551,92.497,
103,Annex II Parties   ,1978,99.148,93.119,
104,Annex II Parties   ,1979,101.335,93.76,
105,Annex II Parties   ,1980,97.5,94.461,
106,Annex II Parties   ,1981,94.868,95.056,
107,Annex II Parties   ,1982,91.194,95.602,
108,Annex II Parties   ,1983,90.373,96.099,
109,Annex II Parties   ,1984,93.19,96.572,
110,Annex II Parties   ,1985,93.914,97.066,
111,Annex II Parties   ,1986,93.711,97.574,
112,Annex II Parties   ,1987,95.772,98.096,
113,Annex II Parties   ,1988,98.948,98.668,
114,Annex II Parties   ,1989,100.427,99.302,
115,Annex II Parties   ,1990,100.0,100.0,
116,Annex II Parties   ,1991,100.217,100.787,
117,Annex II Parties   ,1992,100.648,101.542,
118,Annex II Parties   ,1993,101.225,102.251,
119,Annex II Parties   ,1994,102.722,102.87,
120,Annex II Parties   ,1995,103.93,103.492,
121,Annex II Parties   ,1996,106.971,104.119,
122,Annex II Parties   ,1997,109.171,104.748,
123,Annex II Parties   ,1998,110.03,105.359,
124,Annex II Parties   ,1999,110.553,105.977,
125,Annex II Parties   ,2000,112.899,106.62,
126,Annex II Parties   ,2001,113.157,107.273,
127,Annex II Parties   ,2002,112.11,107.982,
128,Annex II Parties   ,2003,113.874,108.693,
129,Annex II Parties   ,2004,114.738,109.381,
130,Annex II Parties   ,2005,114.881,110.102,
131,Annex II Parties   ,2006,113.479,110.812,
132,Annex II Parties   ,2007,114.508,111.594,
133,Annex II Parties   ,2008,111.174,112.366,
134,Annex II Parties   ,2009,103.936,113.033,
135,Annex II Parties   ,2010,107.845,113.642,
136,Annex II Parties   ,2011,104.777,114.2,
137,Annex II Parties   ,2012,102.793,114.738,
138,Annex II Parties   ,2013,103.709,115.261,
139,Annex II Parties   ,2014,101.587,115.83,
140,Annex II Parties   ,2015,100.389,116.419,
141,Annex II Parties   ,2016,99.086,117.038,
142,Annex II Parties   ,2017,98.069,117.57,
143,Annex II Parties   ,2018,98.753,118.095,
144,Annex II North America      ,1971,88.814,82.647,
145,Annex II North America      ,1972,93.737,83.543,
146,Annex II North America      ,1973,97.207,84.367,
147,Annex II North America      ,1974,94.494,85.185,
148,Annex II North America      ,1975,90.803,86.055,
149,Annex II North America      ,1976,96.042,86.923,
150,Annex II North America      ,1977,99.441,87.816,
151,Annex II North America      ,1978,99.27,88.743,
152,Annex II North America      ,1979,100.101,89.72,
153,Annex II North America      ,1980,96.273,90.776,
154,Annex II North America      ,1981,94.712,91.707,
155,Annex II North America      ,1982,90.3,92.609,
156,Annex II North America      ,1983,89.663,93.46,
157,Annex II North America      ,1984,93.623,94.288,
158,Annex II North America      ,1985,94.165,95.133,
159,Annex II North America      ,1986,93.313,96.009,
160,Annex II North America      ,1987,96.495,96.912,
161,Annex II North America      ,1988,101.081,97.834,
162,Annex II North America      ,1989,102.58,98.846,
163,Annex II North America      ,1990,100.0,100.0,
164,Annex II North America      ,1991,99.178,101.33,
165,Annex II North America      ,1992,100.805,102.671,
166,Annex II North America      ,1993,102.954,103.993,
167,Annex II North America      ,1994,104.616,105.248,
168,Annex II North America      ,1995,105.758,106.484,
169,Annex II North America      ,1996,109.035,107.72,
170,Annex II North America      ,1997,114.392,108.994,
171,Annex II North America      ,1998,115.488,110.234,
172,Annex II North America      ,1999,116.024,111.465,
173,Annex II North America      ,2000,119.588,112.672,
174,Annex II North America      ,2001,118.916,113.81,
175,Annex II North America      ,2002,116.261,114.914,
176,Annex II North America      ,2003,117.894,115.978,
177,Annex II North America      ,2004,119.235,117.033,
178,Annex II North America      ,2005,119.757,118.125,
179,Annex II North America      ,2006,117.644,119.26,
180,Annex II North America      ,2007,119.847,120.41,
181,Annex II North America      ,2008,116.117,121.563,
182,Annex II North America      ,2009,108.074,122.671,
183,Annex II North America      ,2010,112.777,123.721,
184,Annex II North America      ,2011,108.72,124.652,
185,Annex II North America      ,2012,104.372,125.586,
186,Annex II North America      ,2013,107.159,126.499,
187,Annex II North America      ,2014,107.414,127.452,
188,Annex II North America      ,2015,105.095,128.379,
189,Annex II North America      ,2016,103.225,129.349,
190,Annex II North America      ,2017,101.958,130.259,
191,Annex II North America      ,2018,105.257,131.173,
192,Annex II Europe      ,1971,97.767,93.968,
193,Annex II Europe      ,1972,100.338,94.526,
194,Annex II Europe      ,1973,106.245,95.029,
195,Annex II Europe      ,1974,102.891,95.442,
196,Annex II Europe      ,1975,98.495,95.783,
197,Annex II Europe      ,1976,104.782,96.078,
198,Annex II Europe      ,1977,103.49,96.392,
199,Annex II Europe      ,1978,105.975,96.71,
200,Annex II Europe      ,1979,110.516,97.045,
201,Annex II Europe      ,1980,106.241,97.454,
202,Annex II Europe      ,1981,101.443,97.77,
203,Annex II Europe      ,1982,98.019,97.968,
204,Annex II Europe      ,1983,96.725,98.114,
205,Annex II Europe      ,1984,96.676,98.245,
206,Annex II Europe      ,1985,98.274,98.411,
207,Annex II Europe      ,1986,99.056,98.619,
208,Annex II Europe      ,1987,99.587,98.834,
209,Annex II Europe      ,1988,99.33,99.16,
210,Annex II Europe      ,1989,100.084,99.555,
211,Annex II Europe      ,1990,100.0,100.0,
212,Annex II Europe      ,1991,101.628,100.465,
213,Annex II Europe      ,1992,99.721,100.892,
214,Annex II Europe      ,1993,98.035,101.269,
215,Annex II Europe      ,1994,98.019,101.552,
216,Annex II Europe      ,1995,99.2,101.807,
217,Annex II Europe      ,1996,102.358,102.078,
218,Annex II Europe      ,1997,100.221,102.329,
219,Annex II Europe      ,1998,101.628,102.563,
220,Annex II Europe      ,1999,101.023,102.843,
221,Annex II Europe      ,2000,101.576,103.189,
222,Annex II Europe      ,2001,103.6,103.58,
223,Annex II Europe      ,2002,103.315,104.121,
224,Annex II Europe      ,2003,105.727,104.702,
225,Annex II Europe      ,2004,105.879,105.285,
226,Annex II Europe      ,2005,105.217,105.926,
227,Annex II Europe      ,2006,104.98,106.485,
228,Annex II Europe      ,2007,102.99,107.148,
229,Annex II Europe      ,2008,100.835,107.796,
230,Annex II Europe      ,2009,93.5,108.265,
231,Annex II Europe      ,2010,96.205,108.679,
232,Annex II Europe      ,2011,91.771,109.141,
233,Annex II Europe      ,2012,91.573,109.556,
234,Annex II Europe      ,2013,89.717,109.935,
235,Annex II Europe      ,2014,84.315,110.347,
236,Annex II Europe      ,2015,85.485,110.84,
237,Annex II Europe      ,2016,84.662,111.359,
238,Annex II Europe      ,2017,84.106,111.745,
239,Annex II Europe      ,2018,82.194,112.13,
240,Annex II Asia Oceania,1971,67.989,84.03,
241,Annex II Asia Oceania,1972,71.349,85.206,
242,Annex II Asia Oceania,1973,80.303,87.114,
243,Annex II Asia Oceania,1974,80.582,88.351,
244,Annex II Asia Oceania,1975,78.32,89.431,
245,Annex II Asia Oceania,1976,80.62,90.419,
246,Annex II Asia Oceania,1977,83.558,91.319,
247,Annex II Asia Oceania,1978,82.754,92.146,
248,Annex II Asia Oceania,1979,84.745,92.939,
249,Annex II Asia Oceania,1980,81.915,93.726,
250,Annex II Asia Oceania,1981,80.147,94.4,
251,Annex II Asia Oceania,1982,78.773,95.172,
252,Annex II Asia Oceania,1983,78.334,95.909,
253,Annex II Asia Oceania,1984,83.37,96.594,
254,Annex II Asia Oceania,1985,82.772,97.265,
255,Annex II Asia Oceania,1986,82.803,97.856,
256,Annex II Asia Oceania,1987,84.055,98.448,
257,Annex II Asia Oceania,1988,89.731,98.991,
258,Annex II Asia Oceania,1989,92.825,99.519,
259,Annex II Asia Oceania,1990,100.0,100.0,
260,Annex II Asia Oceania,1991,100.982,100.585,
261,Annex II Asia Oceania,1992,102.198,101.068,
262,Annex II Asia Oceania,1993,101.911,101.464,
263,Annex II Asia Oceania,1994,106.288,101.74,
264,Annex II Asia Oceania,1995,107.822,102.14,
265,Annex II Asia Oceania,1996,109.664,102.523,
266,Annex II Asia Oceania,1997,109.659,102.9,
267,Annex II Asia Oceania,1998,108.314,103.284,
268,Annex II Asia Oceania,1999,111.417,103.605,
269,Annex II Asia Oceania,2000,113.189,103.94,
270,Annex II Asia Oceania,2001,112.956,104.344,
271,Annex II Asia Oceania,2002,116.414,104.732,
272,Annex II Asia Oceania,2003,117.176,105.103,
273,Annex II Asia Oceania,2004,117.836,105.359,
274,Annex II Asia Oceania,2005,118.377,105.575,
275,Annex II Asia Oceania,2006,117.039,105.857,
276,Annex II Asia Oceania,2007,120.52,106.244,
277,Annex II Asia Oceania,2008,115.986,106.606,
278,Annex II Asia Oceania,2009,112.112,106.939,
279,Annex II Asia Oceania,2010,115.731,107.212,
280,Annex II Asia Oceania,2011,119.707,107.3,
281,Annex II Asia Oceania,2012,122.787,107.397,
282,Annex II Asia Oceania,2013,122.861,107.546,
283,Annex II Asia Oceania,2014,119.112,107.786,
284,Annex II Asia Oceania,2015,116.771,107.975,
285,Annex II Asia Oceania,2016,116.559,108.176,
286,Annex II Asia Oceania,2017,115.442,108.362,
287,Annex II Asia Oceania,2018,111.967,108.504,
288,Annex I EIT   ,1971,,,
289,Annex I EIT   ,1972,,,
290,Annex I EIT   ,1973,,,
291,Annex I EIT   ,1974,,,
292,Annex I EIT   ,1975,,,
293,Annex I EIT   ,1976,,,
294,Annex I EIT   ,1977,,,
295,Annex I EIT   ,1978,,,
296,Annex I EIT   ,1979,,,
297,Annex I EIT   ,1980,,,
298,Annex I EIT   ,1981,,,
299,Annex I EIT   ,1982,,,
300,Annex I EIT   ,1983,,,
301,Annex I EIT   ,1984,,,
302,Annex I EIT   ,1985,,,
303,Annex I EIT   ,1986,,,
304,Annex I EIT   ,1987,,,
305,Annex I EIT   ,1988,,,
306,Annex I EIT   ,1989,,,
307,Annex I EIT   ,1990,100.0,100.0,
308,Annex I EIT   ,1991,96.407,100.014,
309,Annex I EIT   ,1992,87.697,99.961,
310,Annex I EIT   ,1993,80.954,99.881,
311,Annex I EIT   ,1994,72.77,99.713,
312,Annex I EIT   ,1995,71.109,99.554,
313,Annex I EIT   ,1996,69.739,99.254,
314,Annex I EIT   ,1997,65.916,98.948,
315,Annex I EIT   ,1998,63.938,98.654,
316,Annex I EIT   ,1999,63.677,98.288,
317,Annex I EIT   ,2000,64.001,97.87,
318,Annex I EIT   ,2001,64.367,97.257,
319,Annex I EIT   ,2002,63.88,96.659,
320,Annex I EIT   ,2003,66.06,96.206,
321,Annex I EIT   ,2004,65.325,95.804,
322,Annex I EIT   ,2005,64.813,95.42,
323,Annex I EIT   ,2006,66.859,95.074,
324,Annex I EIT   ,2007,67.02,94.776,
325,Annex I EIT   ,2008,66.892,94.556,
326,Annex I EIT   ,2009,61.45,94.545,
327,Annex I EIT   ,2010,64.895,94.43,
328,Annex I EIT   ,2011,67.025,94.303,
329,Annex I EIT   ,2012,66.337,94.266,
330,Annex I EIT   ,2013,64.478,94.258,
331,Annex I EIT   ,2014,62.688,94.227,
332,Annex I EIT   ,2015,61.191,94.203,
333,Annex I EIT   ,2016,61.127,94.152,
334,Annex I EIT   ,2017,61.74,94.061,
335,Annex I EIT   ,2018,63.257,93.92,
336,Non-Annex I Parties ,1971,,,
337,Non-Annex I Parties ,1972,,,
338,Non-Annex I Parties ,1973,,,
339,Non-Annex I Parties ,1974,,,
340,Non-Annex I Parties ,1975,,,
341,Non-Annex I Parties ,1976,,,
342,Non-Annex I Parties ,1977,,,
343,Non-Annex I Parties ,1978,,,
344,Non-Annex I Parties ,1979,,,
345,Non-Annex I Parties ,1980,,,
346,Non-Annex I Parties ,1981,,,
347,Non-Annex I Parties ,1982,,,
348,Non-Annex I Parties ,1983,,,
349,Non-Annex I Parties ,1984,,,
350,Non-Annex I Parties ,1985,,,
351,Non-Annex I Parties ,1986,,,
352,Non-Annex I Parties ,1987,,,
353,Non-Annex I Parties ,1988,,,
354,Non-Annex I Parties ,1989,,,
355,Non-Annex I Parties ,1990,100.0,100.0,
356,Non-Annex I Parties ,1991,103.793,101.958,
357,Non-Annex I Parties ,1992,107.018,103.935,
358,Non-Annex I Parties ,1993,112.334,105.838,
359,Non-Annex I Parties ,1994,116.438,107.736,
360,Non-Annex I Parties ,1995,124.31,109.62,
361,Non-Annex I Parties ,1996,127.121,111.508,
362,Non-Annex I Parties ,1997,131.962,113.387,
363,Non-Annex I Parties ,1998,134.331,115.247,
364,Non-Annex I Parties ,1999,135.239,117.082,
365,Non-Annex I Parties ,2000,142.09,118.91,
366,Non-Annex I Parties ,2001,147.955,120.73,
367,Non-Annex I Parties ,2002,154.553,122.539,
368,Non-Annex I Parties ,2003,166.884,124.341,
369,Non-Annex I Parties ,2004,183.702,126.148,
370,Non-Annex I Parties ,2005,198.266,127.962,
371,Non-Annex I Parties ,2006,211.931,129.79,
372,Non-Annex I Parties ,2007,225.984,131.626,
373,Non-Annex I Parties ,2008,234.774,133.483,
374,Non-Annex I Parties ,2009,243.703,135.348,
375,Non-Annex I Parties ,2010,263.178,137.214,
376,Non-Annex I Parties ,2011,280.308,139.095,
377,Non-Annex I Parties ,2012,290.05,141.008,
378,Non-Annex I Parties ,2013,299.09,142.902,
379,Non-Annex I Parties ,2014,302.886,144.81,
380,Non-Annex I Parties ,2015,304.314,146.723,
381,Non-Annex I Parties ,2016,305.563,148.651,
382,Non-Annex I Parties ,2017,312.722,150.584,
383,Non-Annex I Parties ,2018,321.224,152.489,
384,Annex B Kyoto Parties,1971,,,
385,Annex B Kyoto Parties,1972,,,
386,Annex B Kyoto Parties,1973,,,
387,Annex B Kyoto Parties,1974,,,
388,Annex B Kyoto Parties,1975,,,
389,Annex B Kyoto Parties,1976,,,
390,Annex B Kyoto Parties,1977,,,
391,Annex B Kyoto Parties,1978,,,
392,Annex B Kyoto Parties,1979,,,
393,Annex B Kyoto Parties,1980,,,
394,Annex B Kyoto Parties,1981,,,
395,Annex B Kyoto Parties,1982,,,
396,Annex B Kyoto Parties,1983,,,
397,Annex B Kyoto Parties,1984,,,
398,Annex B Kyoto Parties,1985,,,
399,Annex B Kyoto Parties,1986,,,
400,Annex B Kyoto Parties,1987,,,
401,Annex B Kyoto Parties,1988,,,
402,Annex B Kyoto Parties,1989,,,
403,Annex B Kyoto Parties,1990,100.0,100.0,
404,Annex B Kyoto Parties,1991,99.026,100.311,
405,Annex B Kyoto Parties,1992,95.048,100.58,
406,Annex B Kyoto Parties,1993,91.532,100.821,
407,Annex B Kyoto Parties,1994,89.033,100.934,
408,Annex B Kyoto Parties,1995,89.143,100.994,
409,Annex B Kyoto Parties,1996,90.251,101.041,
410,Annex B Kyoto Parties,1997,87.929,101.071,
411,Annex B Kyoto Parties,1998,87.89,101.09,
412,Annex B Kyoto Parties,1999,86.543,101.161,
413,Annex B Kyoto Parties,2000,86.551,101.291,
414,Annex B Kyoto Parties,2001,88.055,101.354,
415,Annex B Kyoto Parties,2002,88.039,101.528,
416,Annex B Kyoto Parties,2003,90.786,101.816,
417,Annex B Kyoto Parties,2004,90.906,102.128,
418,Annex B Kyoto Parties,2005,90.543,102.491,
419,Annex B Kyoto Parties,2006,91.26,102.819,
420,Annex B Kyoto Parties,2007,90.763,103.223,
421,Annex B Kyoto Parties,2008,89.912,103.639,
422,Annex B Kyoto Parties,2009,83.4,104.08,
423,Annex B Kyoto Parties,2010,86.035,104.375,
424,Annex B Kyoto Parties,2011,83.842,104.681,
425,Annex B Kyoto Parties,2012,83.14,105.0,
426,Annex B Kyoto Parties,2013,81.586,105.298,
427,Annex B Kyoto Parties,2014,76.345,105.597,
428,Annex B Kyoto Parties,2015,76.377,105.956,
429,Annex B Kyoto Parties,2016,76.769,106.331,
430,Annex B Kyoto Parties,2017,76.519,106.618,
431,Annex B Kyoto Parties,2018,75.48,106.905,
432,OECD Total,1971,84.518,83.463,
433,OECD Total,1972,88.291,84.424,
434,OECD Total,1973,93.079,85.443,
435,OECD Total,1974,91.172,86.351,
436,OECD Total,1975,88.261,87.234,
437,OECD Total,1976,93.316,88.065,
438,OECD Total,1977,95.416,88.897,
439,OECD Total,1978,96.494,89.728,
440,OECD Total,1979,98.755,90.572,
441,OECD Total,1980,95.732,91.493,
442,OECD Total,1981,93.333,92.301,
443,OECD Total,1982,90.33,93.083,
444,OECD Total,1983,89.688,93.831,
445,OECD Total,1984,92.593,94.551,
446,OECD Total,1985,93.536,95.275,
447,OECD Total,1986,93.517,96.185,
448,OECD Total,1987,95.752,96.892,
449,OECD Total,1988,98.576,97.639,
450,OECD Total,1989,99.999,98.421,
451,OECD Total,1990,100.0,100.0,
452,OECD Total,1991,100.368,100.904,
453,OECD Total,1992,100.574,101.771,
454,OECD Total,1993,101.37,102.592,
455,OECD Total,1994,102.978,103.342,
456,OECD Total,1995,104.303,104.102,
457,OECD Total,1996,107.71,104.845,
458,OECD Total,1997,109.993,105.584,
459,OECD Total,1998,110.121,106.292,
460,OECD Total,1999,110.648,107.002,
461,OECD Total,2000,113.516,107.739,
462,OECD Total,2001,113.732,108.47,
463,OECD Total,2002,112.818,109.237,
464,OECD Total,2003,114.845,109.998,
465,OECD Total,2004,115.987,110.734,
466,OECD Total,2005,116.289,111.476,
467,OECD Total,2006,115.615,112.239,
468,OECD Total,2007,117.035,113.076,
469,OECD Total,2008,114.125,113.938,
470,OECD Total,2009,107.517,114.755,
471,OECD Total,2010,111.899,115.49,
472,OECD Total,2011,109.684,116.183,
473,OECD Total,2012,108.012,116.845,
474,OECD Total,2013,108.468,117.492,
475,OECD Total,2014,106.283,118.189,
476,OECD Total,2015,105.707,118.896,
477,OECD Total,2016,105.014,119.621,
478,OECD Total,2017,104.756,120.274,
479,OECD Total,2018,105.335,120.94,
480,Non-OECD Total,1971,46.204,68.049,
481,Non-OECD Total,1972,48.82,69.624,
482,Non-OECD Total,1973,51.994,71.2,
483,Non-OECD Total,1974,54.394,72.765,
484,Non-OECD Total,1975,59.05,74.298,
485,Non-OECD Total,1976,61.918,75.821,
486,Non-OECD Total,1977,65.382,77.334,
487,Non-OECD Total,1978,69.588,78.875,
488,Non-OECD Total,1979,72.424,80.457,
489,Non-OECD Total,1980,74.344,82.06,
490,Non-OECD Total,1981,75.007,83.713,
491,Non-OECD Total,1982,76.928,85.445,
492,Non-OECD Total,1983,79.155,87.204,
493,Non-OECD Total,1984,81.99,88.966,
494,Non-OECD Total,1985,83.53,90.762,
495,Non-OECD Total,1986,86.783,92.612,
496,Non-OECD Total,1987,90.981,94.514,
497,Non-OECD Total,1988,94.508,96.435,
498,Non-OECD Total,1989,96.835,98.348,
499,Non-OECD Total,1990,100.0,100.0,
500,Non-OECD Total,1991,100.865,101.854,
501,Non-OECD Total,1992,99.512,103.724,
502,Non-OECD Total,1993,99.936,105.522,
503,Non-OECD Total,1994,98.758,107.31,
504,Non-OECD Total,1995,103.329,109.083,
505,Non-OECD Total,1996,103.934,110.854,
506,Non-OECD Total,1997,105.252,112.618,
507,Non-OECD Total,1998,106.808,114.367,
508,Non-OECD Total,1999,107.239,116.087,
509,Non-OECD Total,2000,111.401,117.796,
510,Non-OECD Total,2001,115.461,119.484,
511,Non-OECD Total,2002,119.962,121.163,
512,Non-OECD Total,2003,129.059,122.847,
513,Non-OECD Total,2004,140.032,124.542,
514,Non-OECD Total,2005,149.845,126.251,
515,Non-OECD Total,2006,159.88,127.969,
516,Non-OECD Total,2007,169.405,129.694,
517,Non-OECD Total,2008,175.437,131.438,
518,Non-OECD Total,2009,179.588,133.199,
519,Non-OECD Total,2010,193.575,134.966,
520,Non-OECD Total,2011,206.11,136.748,
521,Non-OECD Total,2012,212.65,138.568,
522,Non-OECD Total,2013,218.4,140.373,
523,Non-OECD Total,2014,220.918,142.188,
524,Non-OECD Total,2015,220.787,144.01,
525,Non-OECD Total,2016,221.298,145.845,
526,Non-OECD Total,2017,226.23,147.684,
527,Non-OECD Total,2018,232.81,149.489,
528,Canada,1971,83.134,79.311,North America
529,Canada,1972,87.453,80.235,North America
530,Canada,1973,91.789,81.225,North America
531,Canada,1974,94.157,82.366,North America
532,Canada,1975,92.144,83.576,North America
533,Canada,1976,95.104,84.685,North America
534,Canada,1977,98.128,85.681,North America
535,Canada,1978,98.504,86.537,North America
536,Canada,1979,101.969,87.4,North America
537,Canada,1980,103.178,88.534,North America
538,Canada,1981,98.416,89.632,North America
539,Canada,1982,94.236,90.705,North America
540,Canada,1983,92.618,91.604,North America
541,Canada,1984,96.364,92.474,North America
542,Canada,1985,96.242,93.323,North America
543,Canada,1986,94.256,94.254,North America
544,Canada,1987,96.913,95.508,North America
545,Canada,1988,104.257,96.753,North America
546,Canada,1989,108.061,98.505,North America
547,Canada,1990,100.0,100.0,North America
548,Canada,1991,98.647,101.25,North America
549,Canada,1992,101.78,102.456,North America
550,Canada,1993,101.054,103.59,North America
551,Canada,1994,104.784,104.731,North America
552,Canada,1995,107.157,105.818,North America
553,Canada,1996,110.631,106.93,North America
554,Canada,1997,114.221,107.999,North America
555,Canada,1998,115.868,108.898,North America
556,Canada,1999,118.193,109.787,North America
557,Canada,2000,123.017,110.816,North America
558,Canada,2001,121.234,112.026,North America
559,Canada,2002,125.702,113.25,North America
560,Canada,2003,130.544,114.275,North America
561,Canada,2004,128.569,115.348,North America
562,Canada,2005,131.684,116.442,North America
563,Canada,2006,129.394,117.623,North America
564,Canada,2007,136.862,118.771,North America
565,Canada,2008,131.917,120.064,North America
566,Canada,2009,125.228,121.444,North America
567,Canada,2010,128.575,122.802,North America
568,Canada,2011,131.617,124.008,North America
569,Canada,2012,131.271,125.362,North America
570,Canada,2013,133.651,126.695,North America
571,Canada,2014,134.932,127.973,North America
572,Canada,2015,134.215,128.934,North America
573,Canada,2016,132.42,130.4,North America
574,Canada,2017,135.141,131.967,North America
575,Canada,2018,138.111,133.827,North America
576,Chile,1971,71.467,73.875,South America
577,Chile,1972,70.129,75.157,South America
578,Chile,1973,67.968,76.44,South America
579,Chile,1974,66.96,77.722,South America
580,Chile,1975,58.133,79.004,South America
581,Chile,1976,60.786,80.158,South America
582,Chile,1977,63.463,81.311,South America
583,Chile,1978,65.877,82.465,South America
584,Chile,1979,70.087,83.618,South America
585,Chile,1980,72.72,84.771,South America
586,Chile,1981,72.366,86.183,South America
587,Chile,1982,62.467,87.594,South America
588,Chile,1983,64.594,89.005,South America
589,Chile,1984,68.68,90.417,South America
590,Chile,1985,66.693,91.828,South America
591,Chile,1986,68.715,93.459,South America
592,Chile,1987,69.679,95.098,South America
593,Chile,1988,84.284,96.73,South America
594,Chile,1989,101.95,98.361,South America
595,Chile,1990,100.0,100.0,South America
596,Chile,1991,96.036,101.844,South America
597,Chile,1992,99.233,103.688,South America
598,Chile,1993,105.226,105.532,South America
599,Chile,1994,115.511,107.383,South America
600,Chile,1995,125.955,109.227,South America
601,Chile,1996,145.793,110.752,South America
602,Chile,1997,167.928,112.27,South America
603,Chile,1998,170.169,113.795,South America
604,Chile,1999,178.815,115.312,South America
605,Chile,2000,165.189,116.837,South America
606,Chile,2001,158.566,118.158,South America
607,Chile,2002,161.123,119.478,South America
608,Chile,2003,165.165,120.791,South America
609,Chile,2004,181.242,122.088,South America
610,Chile,2005,184.93,123.553,South America
611,Chile,2006,189.152,124.638,South America
612,Chile,2007,214.284,125.943,South America
613,Chile,2008,226.033,127.202,South America
614,Chile,2009,218.149,128.447,South America
615,Chile,2010,233.07,129.699,South America
616,Chile,2011,255.872,131.019,South America
617,Chile,2012,262.392,132.408,South America
618,Chile,2013,278.108,133.849,South America
619,Chile,2014,256.389,135.337,South America
620,Chile,2015,275.493,136.922,South America
621,Chile,2016,289.603,138.69,South America
622,Chile,2017,292.652,140.542,South America
623,Chile,2018,291.202,142.424,South America
624,Mexico,1971,36.484,61.389,North America
625,Mexico,1972,41.427,63.447,North America
626,Mexico,1973,45.778,65.566,North America
627,Mexico,1974,49.924,67.697,North America
628,Mexico,1975,52.366,69.827,North America
629,Mexico,1976,56.506,71.946,North America
630,Mexico,1977,60.05,74.078,North America
631,Mexico,1978,66.235,76.209,North America
632,Mexico,1979,71.539,78.376,North America
633,Mexico,1980,79.626,80.858,North America
