,Country,Year,CO2 emissions,Population,Continent,Country Code,Population growth (annual %)
0,World,1971,67.975,71.19,,WLD,2.13311686340344
1,World,1972,71.264,72.64,,WLD,2.03121137162374
2,World,1973,75.352,74.103,,WLD,1.98294336877748
3,World,1974,75.198,75.534,,WLD,1.92954936287425
4,World,1975,75.483,76.934,,WLD,1.8558336723775
5,World,1976,79.493,78.316,,WLD,1.79507967654773
6,World,1977,82.192,79.691,,WLD,1.74961533313858
7,World,1978,84.631,81.087,,WLD,1.74802018504161
8,World,1979,87.154,82.519,,WLD,1.7620417897177
9,World,1980,86.309,83.982,,WLD,1.74866104222924
10,World,1981,85.181,85.463,,WLD,1.76406767844979
11,World,1982,84.264,87.002,,WLD,1.80049048590014
12,World,1983,84.793,88.555,,WLD,1.78432403887979
13,World,1984,87.635,90.104,,WLD,1.74712530080474
14,World,1985,88.946,91.682,,WLD,1.74895086012958
15,World,1986,90.538,93.34,,WLD,1.76830078138659
16,World,1987,93.602,94.999,,WLD,1.78300118456379
17,World,1988,96.789,96.68,,WLD,1.77018316822685
18,World,1989,98.625,98.363,,WLD,1.73856862522462
19,World,1990,100.0,100.0,,WLD,1.73544185116863
20,World,1991,100.607,101.66,,WLD,1.66842050994094
21,World,1992,100.316,103.326,,WLD,1.57292819054604
22,World,1993,100.889,104.925,,WLD,1.56456504240188
23,World,1994,101.377,106.501,,WLD,1.52044016094899
24,World,1995,104.175,108.068,,WLD,1.50599110708553
25,World,1996,106.378,109.629,,WLD,1.45269465711498
26,World,1997,108.299,111.184,,WLD,1.427219157415
27,World,1998,109.156,112.721,,WLD,1.39160819986147
28,World,1999,109.826,114.235,,WLD,1.35179096679923
29,World,2000,113.283,115.746,,WLD,1.32307577883421
30,World,2001,114.99,117.239,,WLD,1.2975934295266
31,World,2002,116.625,118.732,,WLD,1.27680831188725
32,World,2003,121.659,120.228,,WLD,1.26147763010064
33,World,2004,127.381,121.728,,WLD,1.25426340053367
34,World,2005,131.984,123.24,,WLD,1.24692384480321
35,World,2006,136.197,124.763,,WLD,1.24369497414078
36,World,2007,141.301,126.307,,WLD,1.23574121285958
37,World,2008,142.373,127.871,,WLD,1.24085406678891
38,World,2009,140.339,129.44,,WLD,1.22174269013
39,World,2010,149.066,130.997,,WLD,1.20333276891564
40,World,2011,153.341,132.556,,WLD,1.17025832977265
41,World,2012,155.03,134.141,,WLD,1.18393451235548
42,World,2013,157.782,135.71,,WLD,1.18384476275419
43,World,2014,157.869,137.297,,WLD,1.18021596062547
44,World,2015,157.757,138.891,,WLD,1.16873977624677
45,World,2016,157.802,140.5,,WLD,1.16374431044332
46,World,2017,160.057,142.098,,WLD,1.14385698082209
47,World,2018,163.351,143.671,,WLD,1.10615060940842
48,Canada,1971,83.134,79.311,North America,CAN,2.94819452761436
49,Canada,1972,87.453,80.235,North America,CAN,1.16084656651465
50,Canada,1973,91.789,81.225,North America,CAN,1.22261658426849
51,Canada,1974,94.157,82.366,North America,CAN,1.39602166927373
52,Canada,1975,92.144,83.576,North America,CAN,1.45942491323998
53,Canada,1976,95.104,84.685,North America,CAN,1.31580656558804
54,Canada,1977,98.128,85.681,North America,CAN,1.17025687783266
55,Canada,1978,98.504,86.537,North America,CAN,0.99545694441135
56,Canada,1979,101.969,87.4,North America,CAN,0.989698733234704
57,Canada,1980,103.178,88.534,North America,CAN,1.28959497847156
58,Canada,1981,98.416,89.632,North America,CAN,1.23339725480528
59,Canada,1982,94.236,90.705,North America,CAN,1.18962434077573
60,Canada,1983,92.618,91.604,North America,CAN,0.988487567147771
61,Canada,1984,96.364,92.474,North America,CAN,0.944034716041094
62,Canada,1985,96.242,93.323,North America,CAN,0.91377427539001
63,Canada,1986,94.256,94.254,North America,CAN,0.994040150630969
64,Canada,1987,96.913,95.508,North America,CAN,1.31816778174498
65,Canada,1988,104.257,96.753,North America,CAN,1.29662488995999
66,Canada,1989,108.061,98.505,North America,CAN,1.79419351491939
67,Canada,1990,100.0,100.0,North America,CAN,1.50766067284807
68,Canada,1991,98.647,101.25,North America,CAN,1.24276123131684
69,Canada,1992,101.78,102.456,North America,CAN,1.18367554138942
70,Canada,1993,101.054,103.59,North America,CAN,1.09893087887878
71,Canada,1994,104.784,104.731,North America,CAN,1.09525810706129
72,Canada,1995,107.157,105.818,North America,CAN,1.03476948386834
73,Canada,1996,110.631,106.93,North America,CAN,1.04531178311831
74,Canada,1997,114.221,107.999,North America,CAN,0.993788591465188
75,Canada,1998,115.868,108.898,North America,CAN,0.829909353323744
76,Canada,1999,118.193,109.787,North America,CAN,0.812842623716166
77,Canada,2000,123.017,110.816,North America,CAN,0.931281553452429
78,Canada,2001,121.234,112.026,North America,CAN,1.08635096562717
79,Canada,2002,125.702,113.25,North America,CAN,1.08744792718674
80,Canada,2003,130.544,114.275,North America,CAN,0.901372739095955
81,Canada,2004,128.569,115.348,North America,CAN,0.933020777495183
82,Canada,2005,131.684,116.442,North America,CAN,0.944466927450734
83,Canada,2006,129.394,117.623,North America,CAN,1.01033450270045
84,Canada,2007,136.862,118.771,North America,CAN,0.971135141368055
85,Canada,2008,131.917,120.064,North America,CAN,1.08290711607014
86,Canada,2009,125.228,121.444,North America,CAN,1.14175809912162
87,Canada,2010,128.575,122.802,North America,CAN,1.11186407517168
88,Canada,2011,131.617,124.008,North America,CAN,0.978697786570341
89,Canada,2012,131.271,125.362,North America,CAN,1.08581726304756
90,Canada,2013,133.651,126.695,North America,CAN,1.05659125917789
91,Canada,2014,134.932,127.973,North America,CAN,1.00533757867378
92,Canada,2015,134.215,128.934,North America,CAN,0.746339477969813
93,Canada,2016,132.42,130.4,North America,CAN,1.13234865466606
94,Canada,2017,135.141,131.967,North America,CAN,1.19968215419992
95,Canada,2018,138.111,133.827,North America,CAN,1.412548033188
96,Chile,1971,71.467,73.875,South America,CHL,1.61803401706321
97,Chile,1972,70.129,75.157,South America,CHL,1.60589962698456
98,Chile,1973,67.968,76.44,South America,CHL,1.59213932006477
99,Chile,1974,66.96,77.722,South America,CHL,1.57508850734923
100,Chile,1975,58.133,79.004,South America,CHL,1.55567688119806
101,Chile,1976,60.786,80.158,South America,CHL,1.54169118679336
102,Chile,1977,63.463,81.311,South America,CHL,1.53050640103682
103,Chile,1978,65.877,82.465,South America,CHL,1.5118263454529
104,Chile,1979,70.087,83.618,South America,CHL,1.48330403519433
105,Chile,1980,72.72,84.771,South America,CHL,1.45077390969784
106,Chile,1981,72.366,86.183,South America,CHL,1.41446106998575
107,Chile,1982,62.467,87.594,South America,CHL,1.38808275849543
108,Chile,1983,64.594,89.005,South America,CHL,1.38719409697332
109,Chile,1984,68.68,90.417,South America,CHL,1.41902945846812
110,Chile,1985,66.693,91.828,South America,CHL,1.47196608872884
111,Chile,1986,68.715,93.459,South America,CHL,1.52692484451534
112,Chile,1987,69.679,95.098,South America,CHL,1.57112693192467
113,Chile,1988,84.284,96.73,South America,CHL,1.6068603602301
114,Chile,1989,101.95,98.361,South America,CHL,1.62932787725142
115,Chile,1990,100.0,100.0,South America,CHL,1.63946957022375
116,Chile,1991,96.036,101.844,South America,CHL,1.64844266911161
117,Chile,1992,99.233,103.688,South America,CHL,1.65032147248232
118,Chile,1993,105.226,105.532,South America,CHL,1.62749312854522
119,Chile,1994,115.511,107.383,South America,CHL,1.57528635228777
120,Chile,1995,125.955,109.227,South America,CHL,1.50292822252359
121,Chile,1996,145.793,110.752,South America,CHL,1.42574462388832
122,Chile,1997,167.928,112.27,South America,CHL,1.35402592013222
123,Chile,1998,170.169,113.795,South America,CHL,1.28686924431867
124,Chile,1999,178.815,115.312,South America,CHL,1.22802938601228
125,Chile,2000,165.189,116.837,South America,CHL,1.17718527887184
126,Chile,2001,158.566,118.158,South America,CHL,1.12619894374837
127,Chile,2002,161.123,119.478,South America,CHL,1.0788448744697
128,Chile,2003,165.165,120.791,South America,CHL,1.04799383160613
129,Chile,2004,181.242,122.088,South America,CHL,1.03766797310084
130,Chile,2005,184.93,123.553,South America,CHL,1.04195390189779
131,Chile,2006,189.152,124.638,South America,CHL,1.05599431314121
132,Chile,2007,214.284,125.943,South America,CHL,1.06855546195518
133,Chile,2008,226.033,127.202,South America,CHL,1.07138371997089
134,Chile,2009,218.149,128.447,South America,CHL,1.05928641203431
135,Chile,2010,233.07,129.699,South America,CHL,1.03891170046699
136,Chile,2011,255.872,131.019,South America,CHL,0.997514840169031
137,Chile,2012,262.392,132.408,South America,CHL,0.96307999965156
138,Chile,2013,278.108,133.849,South America,CHL,0.978805917146093
139,Chile,2014,256.389,135.337,South America,CHL,1.06117867141393
140,Chile,2015,275.493,136.922,South America,CHL,1.17771785691816
141,Chile,2016,289.603,138.69,South America,CHL,1.32520687841934
142,Chile,2017,292.652,140.542,South America,CHL,1.42514142087535
143,Chile,2018,291.202,142.424,South America,CHL,1.39106423293431
144,Mexico,1971,36.484,61.389,North America,MEX,3.02748960162185
145,Mexico,1972,41.427,63.447,North America,MEX,2.99481089824517
146,Mexico,1973,45.778,65.566,North America,MEX,2.94463825054162
147,Mexico,1974,49.924,67.697,North America,MEX,2.87444039666411
148,Mexico,1975,52.366,69.827,North America,MEX,2.79182642316104
149,Mexico,1976,56.506,71.946,North America,MEX,2.70474106533907
150,Mexico,1977,60.05,74.078,North America,MEX,2.62313242948296
151,Mexico,1978,66.235,76.209,North America,MEX,2.55180777083029
152,Mexico,1979,71.539,78.376,North America,MEX,2.49446590992518
153,Mexico,1980,79.626,80.858,North America,MEX,2.44618484199323
154,Mexico,1981,85.438,82.771,North America,MEX,2.40044786948407
155,Mexico,1982,89.651,84.696,North America,MEX,2.35088894034001
156,Mexico,1983,87.11,86.634,North America,MEX,2.29637894669496
157,Mexico,1984,90.224,88.559,North America,MEX,2.23496771151382
158,Mexico,1985,93.85,90.473,North America,MEX,2.16969682371989
159,Mexico,1986,93.353,92.361,North America,MEX,2.10398664156382
160,Mexico,1987,97.087,94.25,North America,MEX,2.0421427929623
161,Mexico,1988,96.64,96.163,North America,MEX,1.98600921638102
162,Mexico,1989,101.984,98.076,North America,MEX,1.93708889915217
163,Mexico,1990,100.0,100.0,North America,MEX,1.89313026113497
164,Mexico,1991,107.079,101.799,North America,MEX,1.8524373770111
165,Mexico,1992,108.194,103.524,North America,MEX,1.8107399038872
166,Mexico,1993,111.146,105.21,North America,MEX,1.76475714562417
167,Mexico,1994,120.388,106.88,North America,MEX,1.7126945972871
168,Mexico,1995,113.38,108.528,North America,MEX,1.65760764044424
169,Mexico,1996,118.613,110.121,North America,MEX,1.60574015606866
170,Mexico,1997,125.711,111.646,North America,MEX,1.5594459407437
171,Mexico,1998,134.409,113.117,North America,MEX,1.51607803145003
172,Mexico,1999,130.722,114.519,North America,MEX,1.47620911098515
173,Mexico,2000,139.999,115.886,North America,MEX,1.4410967038977
174,Mexico,2001,140.335,117.294,North America,MEX,1.40395986845276
175,Mexico,2002,143.26,118.783,North America,MEX,1.37302085830616
176,Mexico,2003,150.454,120.278,North America,MEX,1.36378023068234
177,Mexico,2004,154.13,121.693,North America,MEX,1.38146893230283
178,Mexico,2005,160.488,122.897,North America,MEX,1.4158169793862
179,Mexico,2006,166.122,124.328,North America,MEX,1.4562132376675
180,Mexico,2007,168.655,125.892,North America,MEX,1.48606353186843
181,Mexico,2008,169.11,127.612,North America,MEX,1.49536909755127
182,Mexico,2009,165.473,129.402,North America,MEX,1.47675580253545
183,Mexico,2010,171.414,131.069,North America,MEX,1.43814066910139
184,Mexico,2011,177.641,132.672,North America,MEX,1.39478996981758
185,Mexico,2012,178.807,134.25,North America,MEX,1.35529442643505
186,Mexico,2013,174.982,135.794,North America,MEX,1.31555760676608
187,Mexico,2014,168.98,137.311,North America,MEX,1.27768636604222
188,Mexico,2015,172.176,138.8,North America,MEX,1.24116450246976
189,Mexico,2016,173.639,140.26,North America,MEX,1.20325950587092
190,Mexico,2017,173.567,141.692,North America,MEX,1.16396694963579
191,Mexico,2018,174.525,143.091,North America,MEX,1.12641479134149
192,United States,1971,89.298,83.017,North America,USA,1.26433369185094
193,United States,1972,94.272,83.909,North America,USA,1.07052275237269
194,United States,1973,97.668,84.714,North America,USA,0.954476728552297
195,United States,1974,94.522,85.497,North America,USA,0.913660196067714
196,United States,1975,90.688,86.33,North America,USA,0.985986067347125
197,United States,1976,96.122,87.171,North America,USA,0.950220048994522
198,United States,1977,99.553,88.052,North America,USA,1.00577199618134
199,United States,1978,99.335,88.987,North America,USA,1.0595730803427
200,United States,1979,99.942,89.977,North America,USA,1.10357656509899
201,United States,1980,95.684,91.024,North America,USA,0.959589922764484
202,United States,1981,94.396,91.937,North America,USA,0.981415437259678
203,United States,1982,89.965,92.82,North America,USA,0.953317566163514
204,United States,1983,89.411,93.665,North America,USA,0.914378513375149
205,United States,1984,93.39,94.489,North America,USA,0.865817336309961
206,United States,1985,93.988,95.333,North America,USA,0.886129040850881
207,United States,1986,93.233,96.204,North America,USA,0.924164157058979
208,United States,1987,96.459,97.067,North America,USA,0.893829201032046
209,United States,1988,100.811,97.953,North America,USA,0.907999040167679
210,United States,1989,102.112,98.883,North America,USA,0.944405555428529
211,United States,1990,100.0,100.0,North America,USA,1.12965052045579
212,United States,1991,99.223,101.339,North America,USA,1.33626074073779
213,United States,1992,100.722,102.694,North America,USA,1.38688569247935
214,United States,1993,103.116,104.037,North America,USA,1.31867999977741
215,United States,1994,104.602,105.306,North America,USA,1.2262960888682
216,United States,1995,105.638,106.558,North America,USA,1.19078709090209
217,United States,1996,108.9,107.808,North America,USA,1.16341161998189
218,United States,1997,114.407,109.104,North America,USA,1.20396029701272
219,United States,1998,115.456,110.382,North America,USA,1.16571452642589
220,United States,1999,115.84,111.65,North America,USA,1.14834004729055
221,United States,2000,119.296,112.877,North America,USA,1.11276899679534
222,United States,2001,118.719,114.007,North America,USA,0.989741382223669
223,United States,2002,115.457,115.099,North America,USA,0.927797485710314
224,United States,2003,116.816,116.166,North America,USA,0.859481712840946
225,United States,2004,118.44,117.22,North America,USA,0.925483968943482
226,United States,2005,118.741,118.312,North America,USA,0.921713167161207
227,United States,2006,116.643,119.441,North America,USA,0.964253917136075
228,United States,2007,118.397,120.591,North America,USA,0.951055242772428
229,United States,2008,114.77,121.729,North America,USA,0.945865287282592
230,United States,2009,106.613,122.807,North America,USA,0.876651298802912
231,United States,2010,111.431,123.822,North America,USA,0.829616674709795
232,United States,2011,106.768,124.723,North America,USA,0.726786704810745
233,United States,2012,102.08,125.611,North America,USA,0.733599941250847
234,United States,2013,104.902,126.477,North America,USA,0.692860276624581
235,United States,2014,105.069,127.395,North America,USA,0.733361519937424
236,United States,2015,102.613,128.317,North America,USA,0.73621730882542
237,United States,2016,100.737,129.233,North America,USA,0.724676067451429
238,United States,2017,99.13,130.07,North America,USA,0.63264399508256
239,United States,2018,102.458,130.88,North America,USA,0.526435395564053
240,Australia,1971,55.205,77.34,Oceania,AUS,3.38029353689954
241,Australia,1972,57.152,78.576,Oceania,AUS,1.83814626273502
242,Australia,1973,60.738,79.777,Oceania,AUS,1.52881691369673
243,Australia,1974,66.443,81.055,Oceania,AUS,2.53122025874137
244,Australia,1975,69.106,81.858,Oceania,AUS,1.23118588792285
245,Australia,1976,70.038,82.684,Oceania,AUS,1.0026582602274
246,Australia,1977,75.441,83.692,Oceania,AUS,1.1266726798225
247,Australia,1978,73.582,84.565,Oceania,AUS,1.16288525870675
248,Australia,1979,76.003,85.567,Oceania,AUS,1.08064227016539
249,Australia,1980,79.604,86.768,Oceania,AUS,1.21894271014757
250,Australia,1981,79.847,87.448,Oceania,AUS,1.58685256936818
251,Australia,1982,82.275,88.977,Oceania,AUS,1.66753573306185
252,Australia,1983,77.69,90.208,Oceania,AUS,1.25054826434538
253,Australia,1984,80.111,91.292,Oceania,AUS,1.13222184499641
254,Australia,1985,84.763,92.517,Oceania,AUS,1.36734607483574
255,Australia,1986,85.294,93.865,Oceania,AUS,1.63898886728063
256,Australia,1987,89.263,95.306,Oceania,AUS,1.52098662618978
257,Australia,1988,92.724,96.877,Oceania,AUS,1.63620665679268
258,Australia,1989,97.911,98.529,Oceania,AUS,1.69256678030677
259,Australia,1990,100.0,100.0,Oceania,AUS,1.47997801595662
260,Australia,1991,100.516,101.283,Oceania,AUS,1.27457757809254
261,Australia,1992,102.064,102.426,Oceania,AUS,1.21339077499647
262,Australia,1993,103.571,103.34,Oceania,AUS,0.9783366810892
263,Australia,1994,105.86,104.342,Oceania,AUS,1.05850884158683
264,Australia,1995,109.868,105.508,Oceania,AUS,1.20801981192904
265,Australia,1996,113.902,106.798,Oceania,AUS,1.31381929938745
266,Australia,1997,116.712,107.958,Oceania,AUS,1.11872568961022
267,Australia,1998,124.663,109.042,Oceania,AUS,1.04223571564164
268,Australia,1999,126.611,110.237,Oceania,AUS,1.14250518739456
269,Australia,2000,128.86,111.509,Oceania,AUS,1.19227232344832
270,Australia,2001,131.3,112.95,Oceania,AUS,1.34835834227145
271,Australia,2002,134.373,114.24,Oceania,AUS,1.22056378534358
272,Australia,2003,133.99,115.564,Oceania,AUS,1.23399666342628
273,Australia,2004,139.134,116.806,Oceania,AUS,1.15935216218033
274,Australia,2005,140.747,118.236,Oceania,AUS,1.31978955436191
275,Australia,2006,142.797,119.842,Oceania,AUS,1.47522794532757
276,Australia,2007,146.735,122.051,Oceania,AUS,0.624678435014185
277,Australia,2008,147.984,124.518,Oceania,AUS,2.00402174031569
278,Australia,2009,150.461,127.114,Oceania,AUS,2.0610451296841
279,Australia,2010,147.62,129.106,Oceania,AUS,1.55548958906995
280,Australia,2011,147.009,130.911,Oceania,AUS,1.38952731561803
281,Australia,2012,147.003,133.22,Oceania,AUS,1.74582000067359
282,Australia,2013,144.566,135.529,Oceania,AUS,1.721151439989
283,Australia,2014,141.008,137.568,Oceania,AUS,1.49156648912847
284,Australia,2015,143.415,139.561,Oceania,AUS,1.43921665259925
285,Australia,2016,146.546,141.758,Oceania,AUS,1.56194049810399
286,Australia,2017,147.782,144.166,Oceania,AUS,1.68452310845434
287,Australia,2018,147.433,146.458,Oceania,AUS,1.53610551570388
288,Israel,1971,41.928,65.351,Asia,ISR,3.14439275996358
289,Israel,1972,43.971,69.191,Asia,ISR,2.54155549175577
290,Israel,1973,47.697,70.328,Asia,ISR,4.04661497664812
291,Israel,1974,48.215,72.452,Asia,ISR,2.97542610817927
292,Israel,1975,50.003,74.126,Asia,ISR,2.28347158162025
293,Israel,1976,50.23,75.799,Asia,ISR,2.23249111573749
294,Israel,1977,52.976,77.516,Asia,ISR,2.23910837884949
295,Israel,1978,56.617,79.232,Asia,ISR,2.10880058869326
296,Israel,1979,57.921,81.249,Asia,ISR,2.56835947346954
297,Israel,1980,57.445,83.201,Asia,ISR,2.4009504033329
298,Israel,1981,59.848,84.746,Asia,ISR,1.99138569400056
299,Israel,1982,63.794,86.269,Asia,ISR,1.8781070374563
300,Israel,1983,66.366,88.093,Asia,ISR,1.81912587693629
301,Israel,1984,69.08,89.23,Asia,ISR,1.30689178563831
302,Israel,1985,74.077,90.817,Asia,ISR,1.7636300778012
303,Israel,1986,81.424,92.233,Asia,ISR,1.54714759753579
304,Israel,1987,88.354,93.735,Asia,ISR,1.61517124551543
305,Israel,1988,93.55,95.301,Asia,ISR,1.65705755029368
306,Israel,1989,97.366,96.953,Asia,ISR,1.69646925735759
307,Israel,1990,100.0,100.0,Asia,ISR,3.09460300917429
308,Israel,1991,101.556,106.2,Asia,ISR,6.01700878321945
309,Israel,1992,108.337,109.933,Asia,ISR,3.45546689873163
310,Israel,1993,118.978,112.894,Asia,ISR,2.6580917791605
311,Israel,1994,127.533,115.855,Asia,ISR,2.58926284874797
312,Israel,1995,136.735,118.987,Asia,ISR,2.66828695661805
313,Israel,1996,143.396,122.034,Asia,ISR,2.61650594252757
314,Israel,1997,150.06,125.188,Asia,ISR,2.49839504329334
315,Israel,1998,150.265,128.277,Asia,ISR,2.28687869043162
316,Israel,1999,154.516,131.667,Asia,ISR,2.54643388659354
317,Israel,2000,167.115,135.25,Asia,ISR,2.64233191305756
318,Israel,2001,171.037,138.533,Asia,ISR,2.35711729946802
319,Israel,2002,180.566,141.407,Asia,ISR,2.01405839404727
320,Israel,2003,185.878,144.046,Asia,ISR,1.80551975888109
321,Israel,2004,186.406,146.685,Asia,ISR,1.76762364154994
322,Israel,2005,179.159,149.346,Asia,ISR,1.76289766113006
323,Israel,2006,188.943,152.07,Asia,ISR,1.76780587358185
324,Israel,2007,195.832,154.881,Asia,ISR,1.7761008691798
325,Israel,2008,196.472,157.713,Asia,ISR,1.7765791059698
326,Israel,2009,194.57,160.523,Asia,ISR,2.39020733801215
327,Israel,2010,208.537,163.506,Asia,ISR,1.82675240987847
328,Israel,2011,205.717,166.552,Asia,ISR,1.84807786159597
329,Israel,2012,224.729,169.642,Asia,ISR,1.84615132126711
330,Israel,2013,197.369,172.838,Asia,ISR,1.86605289478673
331,Israel,2014,190.036,176.185,Asia,ISR,1.91954379859591
332,Israel,2015,194.555,179.725,Asia,ISR,1.98128897562083
333,Israel,2016,191.776,183.287,Asia,ISR,1.9603489624817
334,Israel,2017,194.063,186.87,Asia,ISR,1.93872567441099
335,Israel,2018,181.643,190.539,Asia,ISR,1.92662286520241
336,Japan,1971,71.262,84.93,Asia,JPN,2.19425350665006
337,Japan,1972,74.852,86.089,Asia,JPN,1.40077918128147
338,Japan,1973,85.197,88.101,Asia,JPN,1.40718874054303
339,Japan,1974,84.079,89.316,Asia,JPN,1.32958201880625
340,Japan,1975,80.647,90.419,Asia,JPN,1.27270755263251
341,Japan,1976,83.167,91.433,Asia,JPN,1.07155981022304
342,Japan,1977,85.507,92.333,Asia,JPN,0.968032726245575
343,Japan,1978,84.993,93.176,Asia,JPN,0.910030976022608
344,Japan,1979,87.096,93.954,Asia,JPN,0.846614502915837
345,Japan,1980,82.612,94.7,Asia,JPN,0.788153475885542
346,Japan,1981,80.332,95.381,Asia,JPN,0.728460836014089
347,Japan,1982,77.833,96.05,Asia,JPN,0.693656149424745
348,Japan,1983,78.395,96.703,Asia,JPN,0.695583303069267
349,Japan,1984,84.144,97.325,Asia,JPN,0.648316736732903
350,Japan,1985,82.196,97.927,Asia,JPN,0.625935963624604
351,Japan,1986,82.201,98.422,Asia,JPN,0.532357366362317
352,Japan,1987,82.691,98.89,Asia,JPN,0.482035496974784
353,Japan,1988,88.909,99.299,Asia,JPN,0.416110342195181
354,Japan,1989,91.539,99.672,Asia,JPN,0.399761164504292
355,Japan,1990,100.0,100.0,Asia,JPN,0.33178288536374
356,Japan,1991,101.087,100.396,Asia,JPN,0.392819832481862
357,Japan,1992,102.082,100.773,Asia,JPN,0.371192387198527
358,Japan,1993,101.384,101.074,Asia,JPN,0.32416759914373
359,Japan,1994,106.336,101.218,Asia,JPN,0.279192363973672
360,Japan,1995,107.286,101.476,Asia,JPN,0.234590173412918
361,Japan,1996,108.522,101.699,Asia,JPN,0.226884732460898
362,Japan,1997,107.61,101.942,Asia,JPN,0.238271217591483
363,Japan,1998,103.988,102.215,Asia,JPN,0.271729610231193
364,Japan,1999,107.308,102.408,Asia,JPN,0.182586374140107
365,Japan,2000,108.919,102.605,Asia,JPN,0.167275578113187
366,Japan,2001,107.818,102.848,Asia,JPN,0.240952587521069
367,Japan,2002,111.452,103.065,Asia,JPN,0.232527187105684
368,Japan,2003,112.333,103.255,Asia,JPN,0.213980948779682
369,Japan,2004,111.951,103.335,Asia,JPN,0.0336622582725446
370,Japan,2005,112.115,103.352,Asia,JPN,0.00939209655766336
371,Japan,2006,109.907,103.42,Asia,JPN,0.0633735894181335
372,Japan,2007,113.459,103.534,Asia,JPN,0.114908847726211
373,Japan,2008,107.326,103.587,Asia,JPN,0.0484253945978966
374,Japan,2009,102.091,103.578,Asia,JPN,-0.0124946312294096
375,Japan,2010,107.391,103.585,Asia,JPN,0.0179605415195644
376,Japan,2011,112.651,103.414,Asia,JPN,-0.185226486410846
377,Japan,2012,116.391,103.188,Asia,JPN,-0.159710675844347
378,Japan,2013,117.102,103.011,Asia,JPN,-0.144271883387076
379,Japan,2014,113.228,102.954,Asia,JPN,-0.132694222147042
380,Japan,2015,109.65,102.831,Asia,JPN,-0.106124993746747
381,Japan,2016,108.688,102.687,Asia,JPN,-0.115284177050088
382,Japan,2017,106.798,102.504,Asia,JPN,-0.164484036370785
383,Japan,2018,102.548,102.291,Asia,JPN,-0.202670345017896
384,New Zealand,1971,62.079,84.91,Oceania,NZL,1.49375095882477
385,New Zealand,1972,71.131,86.362,Oceania,NZL,1.76835888765716
386,New Zealand,1973,76.768,88.082,Oceania,NZL,1.95737000018805
387,New Zealand,1974,79.96,89.89,Oceania,NZL,2.08528859369898
388,New Zealand,1975,75.541,91.521,Oceania,NZL,1.94543372701951
389,New Zealand,1976,83.579,92.381,Oceania,NZL,0.884790065593746
390,New Zealand,1977,86.064,92.736,Oceania,NZL,0.311361735807443
391,New Zealand,1978,83.754,92.766,Oceania,NZL,0.032044092945716
392,New Zealand,1979,75.215,93.033,Oceania,NZL,-0.39164121838523
393,New Zealand,1980,75.753,93.211,Oceania,NZL,0.125363651321035
394,New Zealand,1981,74.742,93.596,Oceania,NZL,0.384751508652698
395,New Zealand,1982,82.504,94.367,Oceania,NZL,0.993480548336686
396,New Zealand,1983,83.055,95.642,Oceania,NZL,1.3594947716689
397,New Zealand,1984,84.778,96.591,Oceania,NZL,0.865186524752234
398,New Zealand,1985,86.923,97.006,Oceania,NZL,0.617838918191614
399,New Zealand,1986,82.227,97.302,Oceania,NZL,-0.0246404042272856
400,New Zealand,1987,87.954,98.132,Oceania,NZL,0.861875993248055
401,New Zealand,1988,93.84,98.369,Oceania,NZL,0.274482468222468
402,New Zealand,1989,94.4,98.933,Oceania,NZL,0.480054396222279
403,New Zealand,1990,100.0,100.0,Oceania,NZL,0.92322272881111
404,New Zealand,1992,109.453,105.01,Oceania,NZL,1.04173538422176
405,New Zealand,1993,107.678,106.285,Oceania,NZL,1.14023110662887
406,New Zealand,1994,109.078,107.738,Oceania,NZL,1.32923733494336
407,New Zealand,1995,109.369,109.428,Oceania,NZL,1.46436378746179
408,New Zealand,1996,114.391,111.088,Oceania,NZL,1.58266192727998
409,New Zealand,1997,124.71,112.422,Oceania,NZL,1.31235828649882
410,New Zealand,1998,122.681,113.312,Oceania,NZL,0.887279888633483
411,New Zealand,1999,129.067,113.934,Oceania,NZL,0.525484536213216
412,New Zealand,2000,132.957,114.586,Oceania,NZL,0.587564086381346
413,New Zealand,2001,142.883,115.624,Oceania,NZL,0.589286034969052
414,New Zealand,2002,142.419,117.699,Oceania,NZL,1.73717486434422
415,New Zealand,2003,151.075,119.923,Oceania,NZL,1.97355854434158
416,New Zealand,2004,148.69,121.583,Oceania,NZL,1.48621908244575
417,New Zealand,2005,154.698,122.977,Oceania,NZL,1.12877350967992
418,New Zealand,2006,155.042,124.429,Oceania,NZL,1.21898486028427
419,New Zealand,2007,149.62,125.556,Oceania,NZL,0.932407687512324
420,New Zealand,2008,153.559,126.623,Oceania,NZL,0.848701402422591
421,New Zealand,2009,139.789,128.017,Oceania,NZL,0.999728031208421
422,New Zealand,2010,139.075,129.351,Oceania,NZL,1.1117260560215
423,New Zealand,2011,135.599,130.24,Oceania,NZL,0.762479795105218
424,New Zealand,2012,143.557,130.981,Oceania,NZL,0.548220797298334
425,New Zealand,2013,142.774,132.167,Oceania,NZL,0.768347998194806
426,New Zealand,2014,142.817,134.213,Oceania,NZL,1.66101200071152
427,New Zealand,2015,143.661,136.703,Oceania,NZL,2.0360339086492
428,New Zealand,2016,139.874,139.431,Oceania,NZL,2.24603210015584
429,New Zealand,2017,148.174,141.921,Oceania,NZL,2.08872272281936
430,New Zealand,2018,144.882,144.174,Oceania,NZL,1.79124016759035
